prefix,peer_asn,as_path
161.123.223.0/24,3257,3257 62240 62240 201341
161.123.223.0/24,1836,1836 174 1299 23352 61440
161.123.223.0/24,50304,50304 174 1299 23352 61440
161.123.223.0/24,22652,22652 3356 23352 23352 61440
161.123.223.0/24,7018,7018 2914 23352 61440
161.123.223.0/24,8758,8758 8220 25577 62240 201341
161.123.223.0/24,3549,3549 3356 23352 23352 61440
161.123.223.0/24,57381,57381 50304 174 1299 23352 61440
161.123.224.0/24,57821,57821 12586
161.123.225.0/24,57821,57821 6939
161.123.225.0/24,4777,4777 2497 6939
161.123.225.0/24,29608,29608 6939
161.123.225.0/24,3257,3257 1299 6939 6939
161.123.225.0/24,57381,57381 42708 6939
161.123.225.0/24,4608,4608 1221 4637 6939
161.123.225.0/24,8758,8758 8758 6939
161.123.225.0/24,22652,22652 6939
161.123.225.0/24,1836,1836 6939
161.123.225.0/24,3549,3549 3356 1299 6939 6939
161.123.225.0/24,7018,7018 6939
161.123.225.0/24,50300,50300 6939
161.123.225.0/24,50304,50304 6939
161.123.226.0/24,57821,57821 12586
161.123.227.0/24,4777,4777 2497 3257 54540
161.123.227.0/24,57821,57821 12586
161.123.227.0/24,3549,3549 3257 54540
161.123.227.0/24,29608,29608 3356 3257 54540
161.123.227.0/24,7018,7018 3257 54540
161.123.227.0/24,3257,3257 54540
161.123.227.0/24,1836,1836 174 3257 54540
161.123.227.0/24,22652,22652 3257 54540
161.123.227.0/24,8758,8758 8220 3257 54540
161.123.227.0/24,50300,50300 2914 3257 54540
161.123.227.0/24,57381,57381 50304 174 3257 54540
161.123.227.0/24,50304,50304 174 3257 54540
161.123.227.0/24,4608,4608 1221 4637 3257 54540
161.123.228.0/24,57821,57821 12586
161.123.229.0/24,4777,4777 2497 3257 54540
161.123.229.0/24,57821,57821 12586
161.123.229.0/24,3549,3549 3257 54540
161.123.229.0/24,29608,29608 3356 3257 54540
161.123.229.0/24,7018,7018 3257 54540
161.123.229.0/24,3257,3257 54540
161.123.229.0/24,1836,1836 174 3257 54540
161.123.229.0/24,22652,22652 3257 54540
161.123.229.0/24,8758,8758 8220 3257 54540
161.123.229.0/24,50300,50300 2914 3257 54540
161.123.229.0/24,57381,57381 50304 174 3257 54540
161.123.229.0/24,50304,50304 174 3257 54540
161.123.229.0/24,4608,4608 1221 4637 3257 54540
161.123.230.0/24,57821,57821 12586
161.123.231.0/24,57821,57821 12586
161.123.231.0/24,3257,3257 3356 31863
161.123.231.0/24,29608,29608 3356 31863
161.123.231.0/24,4777,4777 2497 3356 31863
161.123.231.0/24,22652,22652 3356 31863
161.123.231.0/24,7018,7018 1299 31863
161.123.231.0/24,4608,4608 1221 4637 3356 31863
161.123.231.0/24,57381,57381 42708 3356 31863
161.123.231.0/24,3549,3549 3356 31863
161.123.231.0/24,50304,50304 42708 3356 31863
161.123.231.0/24,50300,50300 3356 31863
161.123.231.0/24,1836,1836 3356 31863
161.123.231.0/24,8758,8758 8220 3356 31863
161.123.232.0/24,57821,57821 12586
161.123.233.0/24,29608,29608 3356 6461 46664
161.123.233.0/24,4777,4777 2497 6461 46664
161.123.233.0/24,50304,50304 174 6461 46664
161.123.233.0/24,8758,8758 8220 6461 46664
161.123.233.0/24,50300,50300 2914 6461 46664
161.123.233.0/24,4608,4608 1221 4637 6461 46664
161.123.233.0/24,3549,3549 3356 6461 46664
161.123.233.0/24,22652,22652 5580 6461 46664
161.123.233.0/24,57381,57381 50304 174 6461 46664
161.123.233.0/24,3257,3257 6461 46664
161.123.233.0/24,7018,7018 6461 46664
161.123.233.0/24,1836,1836 174 6461 46664
161.123.233.0/24,57821,57821 12586
161.123.234.0/24,57821,57821 12586
161.123.235.0/24,57821,57821 12586
161.123.235.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.235.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.235.0/24,3549,3549 2914 8866 29084 204105
161.123.235.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.235.0/24,50300,50300 8866 29084 204105
161.123.235.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.235.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.235.0/24,7018,7018 2914 8866 29084 204105
161.123.235.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.235.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.235.0/24,57381,57381 42708 8866 29084 204105
161.123.235.0/24,3257,3257 2914 8866 29084 204105
161.123.236.0/24,57821,57821 12586
161.123.237.0/24,57821,57821 12586 13101 174 32780
161.123.237.0/24,4777,4777 2497 3356 32780
161.123.237.0/24,3257,3257 3356 32780
161.123.237.0/24,8758,8758 174 32780
161.123.237.0/24,50304,50304 174 32780
161.123.237.0/24,7018,7018 174 32780
161.123.237.0/24,3549,3549 3356 32780
161.123.237.0/24,4608,4608 1221 4637 174 32780
161.123.237.0/24,57381,57381 50304 174 32780
161.123.237.0/24,29608,29608 3356 32780
161.123.237.0/24,50300,50300 3356 32780
161.123.237.0/24,22652,22652 3356 32780
161.123.237.0/24,1836,1836 174 32780
161.123.238.0/24,57821,57821 12586
161.123.239.0/24,57821,57821 12586 13101 174 32780
161.123.239.0/24,4777,4777 2497 3356 32780
161.123.239.0/24,3257,3257 3356 32780
161.123.239.0/24,8758,8758 174 32780
161.123.239.0/24,50304,50304 174 32780
161.123.239.0/24,7018,7018 174 32780
161.123.239.0/24,3549,3549 3356 32780
161.123.239.0/24,4608,4608 1221 4637 174 32780
161.123.239.0/24,57381,57381 50304 174 32780
161.123.239.0/24,29608,29608 3356 32780
161.123.239.0/24,50300,50300 3356 32780
161.123.239.0/24,22652,22652 3356 32780
161.123.239.0/24,1836,1836 174 32780
161.123.240.0/24,57821,57821 12586
161.123.241.0/24,57821,57821 12586 13101 174 32780
161.123.241.0/24,4777,4777 2497 3356 32780
161.123.241.0/24,3257,3257 3356 32780
161.123.241.0/24,8758,8758 174 32780
161.123.241.0/24,50304,50304 174 32780
161.123.241.0/24,7018,7018 174 32780
161.123.241.0/24,3549,3549 3356 32780
161.123.241.0/24,4608,4608 1221 4637 174 32780
161.123.241.0/24,57381,57381 50304 174 32780
161.123.241.0/24,29608,29608 3356 32780
161.123.241.0/24,50300,50300 3356 32780
161.123.241.0/24,22652,22652 3356 32780
161.123.241.0/24,1836,1836 174 32780
161.123.242.0/24,57821,57821 12586
161.123.243.0/24,57821,57821 12586 13101 174 32780
161.123.243.0/24,4777,4777 2497 3356 32780
161.123.243.0/24,3257,3257 3356 32780
161.123.243.0/24,8758,8758 174 32780
161.123.243.0/24,50304,50304 174 32780
161.123.243.0/24,7018,7018 174 32780
161.123.243.0/24,3549,3549 3356 32780
161.123.243.0/24,4608,4608 1221 4637 174 32780
161.123.243.0/24,57381,57381 50304 174 32780
161.123.243.0/24,29608,29608 3356 32780
161.123.243.0/24,50300,50300 3356 32780
161.123.243.0/24,22652,22652 3356 32780
161.123.243.0/24,1836,1836 174 32780
161.123.244.0/24,57821,57821 12586
161.123.245.0/24,57821,57821 12586 13101 174 32780
161.123.245.0/24,4777,4777 2497 3356 32780
161.123.245.0/24,3257,3257 3356 32780
161.123.245.0/24,8758,8758 174 32780
161.123.245.0/24,50304,50304 174 32780
161.123.245.0/24,7018,7018 174 32780
161.123.245.0/24,3549,3549 3356 32780
161.123.245.0/24,4608,4608 1221 4637 174 32780
161.123.245.0/24,57381,57381 50304 174 32780
161.123.245.0/24,29608,29608 3356 32780
161.123.245.0/24,50300,50300 3356 32780
161.123.245.0/24,22652,22652 3356 32780
161.123.245.0/24,1836,1836 174 32780
161.123.246.0/24,57821,57821 12586
161.123.247.0/24,57821,57821 12586 13101 174 32780
161.123.247.0/24,4777,4777 2497 3356 32780
161.123.247.0/24,3257,3257 3356 32780
161.123.247.0/24,8758,8758 174 32780
161.123.247.0/24,50304,50304 174 32780
161.123.247.0/24,7018,7018 174 32780
161.123.247.0/24,3549,3549 3356 32780
161.123.247.0/24,4608,4608 1221 4637 174 32780
161.123.247.0/24,57381,57381 50304 174 32780
161.123.247.0/24,29608,29608 3356 32780
161.123.247.0/24,50300,50300 3356 32780
161.123.247.0/24,22652,22652 3356 32780
161.123.247.0/24,1836,1836 174 32780
161.123.248.0/24,57821,57821 12586
161.123.249.0/24,57821,57821 12586 13101 174 32780
161.123.249.0/24,4777,4777 2497 3356 32780
161.123.249.0/24,3257,3257 3356 32780
161.123.249.0/24,8758,8758 174 32780
161.123.249.0/24,50304,50304 174 32780
161.123.249.0/24,7018,7018 174 32780
161.123.249.0/24,3549,3549 3356 32780
161.123.249.0/24,4608,4608 1221 4637 174 32780
161.123.249.0/24,57381,57381 50304 174 32780
161.123.249.0/24,29608,29608 3356 32780
161.123.249.0/24,50300,50300 3356 32780
161.123.249.0/24,22652,22652 3356 32780
161.123.249.0/24,1836,1836 174 32780
161.123.250.0/24,57821,57821 12586
161.123.251.0/24,57821,57821 12586 13101 174 32780
161.123.251.0/24,4777,4777 2497 3356 32780
161.123.251.0/24,3257,3257 3356 32780
161.123.251.0/24,8758,8758 174 32780
161.123.251.0/24,50304,50304 174 32780
161.123.251.0/24,7018,7018 174 32780
161.123.251.0/24,3549,3549 3356 32780
161.123.251.0/24,4608,4608 1221 4637 174 32780
161.123.251.0/24,57381,57381 50304 174 32780
161.123.251.0/24,29608,29608 3356 32780
161.123.251.0/24,50300,50300 3356 32780
161.123.251.0/24,22652,22652 3356 32780
161.123.251.0/24,1836,1836 174 32780
161.123.252.0/24,57821,57821 12586
161.123.253.0/24,57821,57821 12586 13101 174 32780
161.123.253.0/24,4777,4777 2497 3356 32780
161.123.253.0/24,3257,3257 3356 32780
161.123.253.0/24,8758,8758 174 32780
161.123.253.0/24,50304,50304 174 32780
161.123.253.0/24,7018,7018 174 32780
161.123.253.0/24,3549,3549 3356 32780
161.123.253.0/24,4608,4608 1221 4637 174 32780
161.123.253.0/24,57381,57381 50304 174 32780
161.123.253.0/24,29608,29608 3356 32780
161.123.253.0/24,50300,50300 3356 32780
161.123.253.0/24,22652,22652 3356 32780
161.123.253.0/24,1836,1836 174 32780
161.123.254.0/24,57821,57821 12586
161.123.255.0/24,57821,57821 12586 13101 174 32780
161.123.255.0/24,4777,4777 2497 3356 32780
161.123.255.0/24,3257,3257 3356 32780
161.123.255.0/24,8758,8758 174 32780
161.123.255.0/24,50304,50304 174 32780
161.123.255.0/24,7018,7018 174 32780
161.123.255.0/24,3549,3549 3356 32780
161.123.255.0/24,4608,4608 1221 4637 174 32780
161.123.255.0/24,57381,57381 50304 174 32780
161.123.255.0/24,29608,29608 3356 32780
161.123.255.0/24,50300,50300 3356 32780
161.123.255.0/24,22652,22652 3356 32780
161.123.255.0/24,1836,1836 174 32780
